Unnamed: 0,user_location,id,date,text,in_reply_to_status_id,in_reply_to_user_id,retweet_original_user,retweet_original_tweet_id,hashtags,retweet_count,favorite_count,source,user_id,cleaned
422,,1517968278391566336,2022-04-23 20:46:54+00:00,"If you’re in #Atlanta pull up on us! Unapologetically #ImSHE 
#energy #floridawater #palosanto #sage 
#grateful 
#positivevibes
#positiveenergy
#manifest
#REIKI 
#SmallBusiness #SmallBusinessOwner 
#EastAtlantaVillage 
#EAV 
#BlackOwnedBusiness 
#blackwomanownedbusiness https://t.co/hUBbjw8EMW",,,,,"['Atlanta', 'ImSHE', 'energy', 'floridawater', 'palosanto', 'sage', 'grateful']",1,0,Hootsuite Inc.,1.284934573642711e+18,if you ’ re atlanta pull up on us unapologetically imshe energy floridawater palosanto sage grateful positivevibes positiveenergy manifest reiki smallbusiness smallbusinessowner eastatlantavillage eav blackownedbusiness blackwomanownedbusiness
423,| on the Planet Earth |,1517968241213296646,2022-04-23 20:46:45+00:00,"Electric vehicles
#Electricity #electricvehicles #Freelance #Technology #Technologie #Technologies #techtwitter #TechNews #History #Energy #CleanEnergy #Car #Vehicle #Vehicles #Transport #Transportation #Experiment #Knowledge #Medium #Mediumwriters #ElectricCars #Electricbike https://t.co/iq9lM3yr8e",,,,,"['Electricity', 'electricvehicles', 'Freelance', 'Technology', 'Technologie', 'Technologies', 'techtwitter']",0,0,Twitter Web App,3238254294.0,electric vehicles electricity electricvehicles freelance technology technologie technologies techtwitter technews history energy cleanenergy car vehicle vehicles transport transportation experiment knowledge medium mediumwriters electriccars electricbike
424,"Washington, DC",1517968092189667328,2022-04-23 20:46:10+00:00,"""We don’t need a Marshall Plan to get back to producing enough energy,"" writes Free Enterprise Project Director  @ScottShepardFEP.

""We just need both a regulatory rollback to the sepia-toned days of two years ago.""
https://t.co/eoL7M0MabE 
#EnergyCrisis  @jpmorgan  #energy https://t.co/uyS8F6MVaz",,,,,,0,0,Sendible,1.098618944750084e+18,`` we don ’ t need marshall plan to get back to producing enough energy '' writes free enterprise project director scottshepardfep `` we just need both regulatory rollback to the sepia-toned days of two years ago '' energycrisis jpmorgan energy
425,"Santa Monica, California, USA",1517967808415510528,2022-04-23 20:45:02+00:00,"At 2:40 the guest notes that his home #energy bill as increased by 3x (100 🇬🇧 pounds/month to 300 pounds!), since start of #Ukraine war. Yikes! 😳 This is still early stage.

US weapons, European supplicants block peace in Ukraine 

https://t.co/Y00GGILLL2 via @YouTube",,,,,['energy'],0,0,Twitter for iPhone,70225514.0,at 2:40 the guest notes that his home energy bill as increased by 3x 100 🇬🇧 pounds/month to 300 pounds since start of ukraine war yikes 😳 this is still early stage us weapons european supplicants block peace ukraine via youtube
426,,1517967606610808832,2022-04-23 20:44:14+00:00,"Top 5 disturbing facts about #September11 by #WolfClanMedia 
#Dustification
#HutchinsonEffect
#energy
#DEW
#JudyWood
#WhereDidTheTowersGo?
https://t.co/m1Igtlo9JT",,,,,"['September11', 'WolfClanMedia', 'Dustification', 'HutchinsonEffect', 'energy', 'DEW']",0,0,Twitter for Android,1.2045646157970637e+18,top 5 disturbing facts about september11 by wolfclanmedia dustification hutchinsoneffect energy dew judywood wheredidthetowersgo
427,,1517967384061124608,2022-04-23 20:43:21+00:00,"If you’re in #Atlanta pull up on us! Unapologetically #ImSHE 
#energy #floridawater #palosanto #sage 
#grateful 
#positivevibes
#positiveenergy
#manifest
#REIKI 
#SmallBusiness #SmallBusinessOwner 
#EastAtlantaVillage 
#EAV 
#BlackOwnedBusiness 
#blackwomanownedbusiness https://t.co/FYhW9IBm5c",,,,,"['Atlanta', 'ImSHE', 'energy', 'floridawater', 'palosanto', 'sage', 'grateful']",1,0,Hootsuite Inc.,1.284934573642711e+18,if you ’ re atlanta pull up on us unapologetically imshe energy floridawater palosanto sage grateful positivevibes positiveenergy manifest reiki smallbusiness smallbusinessowner eastatlantavillage eav blackownedbusiness blackwomanownedbusiness
428,,1517967133963177984,2022-04-23 20:42:21+00:00,"If you’re in #Atlanta pull up on us! Unapologetically #ImSHE 
#energy #floridawater #palosanto #sage 
#grateful 
#positivevibes
#positiveenergy
#manifest
#REIKI 
#SmallBusiness #SmallBusinessOwner 
#EastAtlantaVillage 
#EAV 
#BlackOwnedBusiness 
#blackwomanownedbusiness https://t.co/3MCcgZBwdb",,,,,"['Atlanta', 'ImSHE', 'energy', 'floridawater', 'palosanto', 'sage', 'grateful']",1,0,Hootsuite Inc.,1.284934573642711e+18,if you ’ re atlanta pull up on us unapologetically imshe energy floridawater palosanto sage grateful positivevibes positiveenergy manifest reiki smallbusiness smallbusinessowner eastatlantavillage eav blackownedbusiness blackwomanownedbusiness
429,,1517966694194446336,2022-04-23 20:40:37+00:00,Will higher #oil prices push the #energy industry further towards #sustainability? Our experts look at the Ukraine crisis’s impact on an industry in transition. #talent https://t.co/c8r9iOBTr7 https://t.co/Ls4sWOHD9a,,,,,"['oil', 'energy', 'sustainability']",0,0,Dynamic Signal,1881896785.0,will higher oil prices push the energy industry further towards sustainability our experts look at the ukraine crisis ’ s impact on an industry transition talent
430,"Oak Ridge, Tennessee, USA",1517966543333826563,2022-04-23 20:40:01+00:00,"🔬 ORNL researchers demonstrated an electron #microscopy technique for imaging #lithium in #energy storage materials, such as lithium ion #batteries, at the atomic scale. https://t.co/Cicnh28UjE",,,,,"['microscopy', 'lithium', 'energy']",1,3,Sprout Social,16145097.0,🔬 ornl researchers demonstrated an electron microscopy technique for imaging lithium energy storage materials such as lithium ion batteries at the atomic scale
431,El Deber Ser | Rodinia 1.1 Ga,1517966108413685761,2022-04-23 20:38:17+00:00,STGA ®️. #121Online #121miningInvesment #Mining #Energy #EnergyInvesment #water #gold #worldOceanday #RhodesMustFall #renewableenergy #tech #PlattsCommodityNews #EnergyTransition #SaaStockRemote #business #technology #oil #news #innovation https://t.co/jyd8W6jduB,,,,,"['121Online', '121miningInvesment', 'Mining', 'Energy', 'EnergyInvesment', 'water', 'gold', 'worldOceanday']",0,0,WordPress.com,1.5154922442282926e+18,stga ®️ 121online 121mininginvesment mining energy energyinvesment water gold worldoceanday rhodesmustfall renewableenergy tech plattscommoditynews energytransition saastockremote business technology oil news innovation
432,El Deber Ser | Rodinia 1.1 Ga,1517965353615249408,2022-04-23 20:35:17+00:00,STGA®️. After consultations Development Industry #Energy #Mining and #Oil. https://t.co/PfogWsPfD4,,,,,"['Energy', 'Mining', 'Oil']",0,0,WordPress.com,1.5154922442282926e+18,stga®️ after consultations development industry energy mining and oil
433,Online,1517965351249936384,2022-04-23 20:35:16+00:00,"The gamble of creating diabetes after SARS-CoV-2 contamination. 4/4

#health #immunity #Covid #vaccine #SARS #energy #healthbenefits #healthy #fitness #diabetes #insulin https://t.co/TJueJrUr7Z",1.5179653342000906e+18,1.2588539633964155e+18,,,"['health', 'immunity', 'Covid', 'vaccine', 'SARS']",0,0,Twitter for Android,1.2588539633964155e+18,the gamble of creating diabetes after sars-cov-2 contamination 4/4 health immunity covid vaccine sars energy healthbenefits healthy fitness diabetes insulin
434,"Monterey to San Ramon, CA",1517965330123042817,2022-04-23 20:35:11+00:00,"Our installers worked quickly on this eco-friendly home in #Danville so this #homeowner could get the maximum #benefits of the upcoming #spring &amp; #summer. If you're ready to save on your #energy bill every month, sign up for a free #solar quote today: https://t.co/aquGBfEORi https://t.co/mhzIygIJHn",,,,,"['Danville', 'homeowner']",0,0,Sendible,410277484.0,our installers worked quickly on this eco-friendly home danville so this homeowner could get the maximum benefits of the upcoming spring amp summer if you 're ready to save on your energy bill every month sign up for free solar quote today
435,,1517965300649627648,2022-04-23 20:35:04+00:00,"@nytimesworld All ministers for economics, energy, traffic/transport from chancellor A #Merkel are responsible (even *more* than german ex-chancellor #Schröder) for 15 years of delayed #energy transition and even foiled #traffic transition =&gt;fatal 'cause of #Russia +because of #climate crisis",1.5179301077379727e+18,1877831.0,,,['Merkel'],0,0,Twitter Web App,1009678916.0,nytimesworld ministers for economics energy traffic/transport from chancellor merkel are responsible even more than german ex-chancellor schröder for 15 years of delayed energy transition and even foiled traffic transition gt fatal 'cause of russia +because of climate crisis
436,"Napoli, Campania",1517965267695026177,2022-04-23 20:34:56+00:00,"#transizioneecologica - #energie #rinnovabili chiave di volta, ma servono visione strategica e #competenze

#energy #EnergyTransition #renewableenergy #green #Sustainability #sustainabledevelopment #SDGs 

https://t.co/GOclM9vyhw",,,,,"['transizioneecologica', 'energie', 'rinnovabili', 'competenze', 'energy']",0,0,Twitter Web App,9.616564976703692e+17,transizioneecologica energie rinnovabili chiave volta servono visione strategica competenze energy energytransition renewableenergy green sustainability sustainabledevelopment sdgs
437,El Deber Ser | Rodinia 1.1 Ga,1517965261671960579,2022-04-23 20:34:55+00:00,#enviromental #geologists #oil #mining #121online #28may #gold #copper #energy #minería #energytransition #renewableenergy #saastockremote #worldoceanday #invesment #environmental #engineers #water #geologia #rhodesmustfall #oro #breaking #121mininginvesme https://t.co/LJervuTL98,,,,,"['enviromental', 'geologists', 'oil', 'mining', '121online', '28may', 'gold', 'copper', 'energy', 'minería', 'energytransition']",0,0,WordPress.com,1.5154922442282926e+18,enviromental geologists oil mining 121online 28may gold copper energy minería energytransition renewableenergy saastockremote worldoceanday invesment environmental engineers water geologia rhodesmustfall oro breaking 121mininginvesme
438,Unceded Squamish Territory,1517647483773542400,2022-04-22 23:32:11+00:00,"Sweden and Austria have stopped using coal to produce electricity. It can be done. Who's next?

We have the solutions. Implement them. #ActOnClimate 

#climateemergency #climate #energy #GreenNewDeal #solar #Renewables #NoPlanetB https://t.co/l4AsEKeoAT",,,,,,223,552,Buffer,15088481.0,sweden and austria have stopped using coal to produce electricity it can be done who 's next we have the solutions implement them actonclimate climateemergency climate energy greennewdeal solar renewables noplanetb
439,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
440,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
441,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
442,"New York, USA",1517921609285259267,2022-04-23 17:41:27+00:00,Good views for the #EastMed natural gas pipeline.  —-- #Greece #Cyprus #Israel #Turkey #EnergyCrisis #energy https://t.co/JgzqIH0GvU,,,,,"['EastMed', 'Greece', 'Cyprus', 'Israel', 'Turkey', 'EnergyCrisis', 'energy']",7,21,Twitter for iPhone,269029337.0,good views for the eastmed natural gas pipeline — -- greece cyprus israel turkey energycrisis energy
443,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
444,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
445,Unceded Squamish Territory,1517584569842741248,2022-04-22 19:22:11+00:00,"This is what thousands of people shutting down one of the largest coal mines in Europe looks like.

This day and every day. #BeLikeThem #endegelande 

#ActOnClimate #climateaction #energy #GreenNewDeal #EarthDay #EarthDay2022 #stopfossilfuels https://t.co/oSjeFPJC93",,,,,,131,385,Buffer,15088481.0,this is what thousands of people shutting down one of the largest coal mines europe looks like this day and every day belikethem endegelande actonclimate climateaction energy greennewdeal earthday earthday2022 stopfossilfuels
446,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
447,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
448,Unceded Squamish Territory,1517841255526510594,2022-04-23 12:22:10+00:00,"The past 7 years have been the hottest in recorded history. The alarm bells are going off all around us.

No time to waste. No more delays. #ActOnClimate 

#ClimateEmergency #climate #energy #GreenNewDeal #renewables #RenewableEnergy https://t.co/mkbUsv7lTP",,,,,,149,256,Buffer,15088481.0,the past 7 years have been the hottest recorded history the alarm bells are going off around us no time to waste no more delays actonclimate climateemergency climate energy greennewdeal renewables renewableenergy
449,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0,there are energy alternatives but there are no alternatives to air water and soil ... 🦋ljc climatebrawl geraldkutney earthday earthday2022 fossilfuels pollution cleanenergy cleanair cleanwater earthkeepersunite
450,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
451,| on the Planet Earth |,1517969639892037640,2022-04-23 20:52:19+00:00,"History of railways
#Railway #Railways #History #historyteacher #Technology #Technologies #TechNews #techtwitter #techno #Train #Trains #Locomotive #Engine #Energy #Coal #Mines #Steam #Stream #Tracks #Transport #Wagon #Transportation #Development #Economy #Horse #Horses #Travel https://t.co/nyVjgW4wgM",,,,,"['Railway', 'Railways', 'History', 'historyteacher', 'Technology', 'Technologies', 'TechNews', 'techtwitter']",1,1,Twitter Web App,3238254294.0,history of railways railway railways history historyteacher technology technologies technews techtwitter techno train trains locomotive engine energy coal mines steam stream tracks transport wagon transportation development economy horse horses travel
452,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
453,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
454,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0,there are energy alternatives but there are no alternatives to air water and soil ... 🦋ljc climatebrawl geraldkutney earthday earthday2022 fossilfuels pollution cleanenergy cleanair cleanwater earthkeepersunite
455,Unceded Squamish Territory,1517647483773542400,2022-04-22 23:32:11+00:00,"Sweden and Austria have stopped using coal to produce electricity. It can be done. Who's next?

We have the solutions. Implement them. #ActOnClimate 

#climateemergency #climate #energy #GreenNewDeal #solar #Renewables #NoPlanetB https://t.co/l4AsEKeoAT",,,,,,223,552,Buffer,15088481.0,sweden and austria have stopped using coal to produce electricity it can be done who 's next we have the solutions implement them actonclimate climateemergency climate energy greennewdeal solar renewables noplanetb
456,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
457,"Above It All, Try It",1019885059199852544,2018-07-19 10:02:01+00:00,"#Healing #Energy (528 Hz- #Heart #Chakra Activation) https://t.co/JXKKQHWLLY

Healing #Negative Energy (432 Hz): https://t.co/kS4WSiWcVu",1.0198727360745348e+18,834180402.0,,,"['Healing', 'Energy', 'Heart', 'Chakra', 'Negative']",5,3,Twitter Web Client,834180402.0,healing energy 528 hz- heart chakra activation healing negative energy 432 hz
458,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0,there are energy alternatives but there are no alternatives to air water and soil ... 🦋ljc climatebrawl geraldkutney earthday earthday2022 fossilfuels pollution cleanenergy cleanair cleanwater earthkeepersunite
459,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
460,Unceded Squamish Territory,1517342959599030278,2022-04-22 03:22:07+00:00,"This is the seamstress of the bird world…

Nature is incredible. Protect it.

#ActOnClimate #climate #energy #rewilding #birds https://t.co/OTMtpGSy5S",,,,,"['ActOnClimate', 'climate', 'energy']",1437,4974,Buffer,15088481.0,this is the seamstress of the bird world… nature is incredible protect it actonclimate climate energy rewilding birds
461,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0,there are energy alternatives but there are no alternatives to air water and soil ... 🦋ljc climatebrawl geraldkutney earthday earthday2022 fossilfuels pollution cleanenergy cleanair cleanwater earthkeepersunite
462,Global,1517956591265497090,2022-04-23 20:00:28+00:00,Think #Abundance! #Energy follows #Intention. #JoyTrain #Joy   RT @Lisandre_Moreau https://t.co/WfVvoVSkFq,,,,,"['Abundance', 'Energy', 'Intention', 'JoyTrain', 'Joy']",8,20,Hootsuite Inc.,18359336.0,think abundance energy follows intention joytrain joy rt lisandre_moreau
463,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
464,World Wide,1516937656680210433,2022-04-21 00:31:35+00:00,"#IMF warns sanctioned nations like Russia, Iran may use #crypto mining to monetize #energy resources. https://t.co/gw76YpxnMu",,,,,"['IMF', 'crypto', 'energy']",41,142,Zapier.com,3367334171.0,imf warns sanctioned nations like russia iran may use crypto mining to monetize energy resources
465,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
466,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
467,,1517897506050428932,2022-04-23 16:05:41+00:00,"@edfenergy 590% Increase here. Not exactly 54% is it? Can you explain how this is fair and or right? I understand everyone needs to make money in business, but use some savvy here! People can’t pay this, so you’re cutting your noses off to spite your face! #energy #EnergyCrisis https://t.co/VqqjchlTVv",,123065047.0,,,,5,10,Twitter for iPhone,146417503.0,edfenergy 590 increase here not exactly 54 is it can you explain how this is fair and or right understand everyone needs to make money business but use some savvy here people can ’ t pay this so you ’ re cutting your noses off to spite your face energy energycrisis
468,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0,there are energy alternatives but there are no alternatives to air water and soil ... 🦋ljc climatebrawl geraldkutney earthday earthday2022 fossilfuels pollution cleanenergy cleanair cleanwater earthkeepersunite
469,London,1517898592165408768,2022-04-23 16:10:00+00:00,"#Energy bills:

🔺 Deputy PM, Matt Hancock, claimed £2,588 last year for heating oil at his Suffolk home, where he lived with his wife. 

Just when you thought you couldn’t dislike him much more. 

You get a £200 loan. https://t.co/ddDJsrDKcT",,,,,['Energy'],286,438,Twitter Web App,1.2179221363434906e+18,"energy bills 🔺 deputy pm matt hancock claimed £2,588 last year for heating oil at his suffolk home where he lived with his wife just when you thought you couldn ’ t dislike him much more you get £200 loan"
470,,1517897506050428932,2022-04-23 16:05:41+00:00,"@edfenergy 590% Increase here. Not exactly 54% is it? Can you explain how this is fair and or right? I understand everyone needs to make money in business, but use some savvy here! People can’t pay this, so you’re cutting your noses off to spite your face! #energy #EnergyCrisis https://t.co/VqqjchlTVv",,123065047.0,,,,5,10,Twitter for iPhone,146417503.0,edfenergy 590 increase here not exactly 54 is it can you explain how this is fair and or right understand everyone needs to make money business but use some savvy here people can ’ t pay this so you ’ re cutting your noses off to spite your face energy energycrisis
471,North Carolina Mountains,1517664400202772480,2022-04-23 00:39:24+00:00,"There are #energy alternatives but there are no alternatives to Air, #Water and #Soil... 🦋LJC

#ClimateBrawl @GeraldKutney #EarthDay #EarthDay2022 #FossilFuels #Pollution #cleanenergy #CleanAir #cleanwater #EarthKeepersUnite https://t.co/esmofxxl16",,,,,"['energy', 'Water', 'Soil', 'ClimateBrawl']",162,283,Twitter Web App,780899815.0,there are energy alternatives but there are no alternatives to air water and soil ... 🦋ljc climatebrawl geraldkutney earthday earthday2022 fossilfuels pollution cleanenergy cleanair cleanwater earthkeepersunite
472,,1517927943787454466,2022-04-23 18:06:38+00:00,"So, am I overthinking things or when EDF were forced to cap their Increase at 4% in France, yet here are raising bills as much as 500% per month? Trying to recover their losses does anyone else think? Wonder how much the Government are making out of this…? #EnergyCrisis #energy",,,,,,9,35,Twitter for iPhone,146417503.0,so am overthinking things or when edf were forced to cap their increase at 4 france yet here are raising bills as much as 500 month trying to recover their losses does anyone else think wonder how much the government are making out of this… energycrisis energy
473,Wisconsin,1509304228178759685,2022-03-30 22:59:04+00:00,"~~~~~~~~
SQUIRREL
~~~~~~~~

P M GLASER ART

#digitalpainting
#tellastory
#teaser
#omgsquirrel
#frustration
#energy
#Vibrant
#pmglaserart
#imgoingtogetyou
#Catchmeifyoucan 

https://t.co/k3LxNfbBUo https://t.co/cPVdKnYWZh",,,,,"['digitalpainting', 'tellastory', 'teaser', 'omgsquirrel', 'frustration', 'energy']",1,2,Twitter Web App,438035844.0,~~~~~~~~ squirrel ~~~~~~~~ p m glaser art digitalpainting tellastory teaser omgsquirrel frustration energy vibrant pmglaserart imgoingtogetyou catchmeifyoucan
